text;proc_text;A1;A2;A3;A4;A5;A6;majority_vote;roundID;Segment;WC;Analytic;Clout;Authentic;Tone;WPS;BigWords;Dic;Linguistic;function;pronoun;ppron;i;we;you;shehe;they;ipron;det;article;number;prep;auxverb;adverb;conj;negate;verb;adj;quantity;Drives;affiliation;achieve;power;Cognition;allnone;cogproc;insight;cause;discrep;tentat;certitude;differ;memory;Affect;tone_pos;tone_neg;emotion;emo_pos;emo_neg;emo_anx;emo_anger;emo_sad;swear;Social;socbehav;prosocial;polite;conflict;moral;comm;socrefs;family;friend;female;male;Culture;politic;ethnicity;tech;Lifestyle;leisure;home;work;money;relig;Physical;health;illness;wellness;mental;substances;sexual;food;death;need;want;acquire;lack;fulfill;fatigue;reward;risk;curiosity;allure;Perception;attention;motion;space;visual;auditory;feeling;time;focuspast;focuspresent;focusfuture;Conversation;netspeak;assent;nonflu;filler;AllPunc;Period;Comma;QMark;Exclam;Apostro;OtherP;Emoji
"Very good, balanced &amp; logical view on #Covid19 in India!
1. Stay strong, positive &amp; do not panic, #mental health is v im
2. #Temp may have an effect
3. Virus #morphs &amp; may have different impacts 
4. #Physical #distancing it is, vs Social distancing 

https://t.co/otLYuaAA7O";"Very good, balanced &amp; logical view on #Covid19 in India!
1. Stay strong, positive &amp; do not panic, #mental health is v im
2. #Temp may have an effect
3. Virus #morphs &amp; may have different impacts 
4. #Physical #distancing it is, vs Social distancing 

";PO;UN;PO;PO;PO;?;PO;Round1;1;45;46.31;2.75;47.52;54.76;7.5;20;80;53.33;33.33;4.44;2.22;2.22;0;0;0;0;2.22;2.22;2.22;11.11;6.67;17.78;2.22;0;2.22;20;15.56;0;2.22;0;0;2.22;20;0;20;4.44;4.44;0;4.44;0;6.67;0;6.67;4.44;2.22;4.44;2.22;2.22;2.22;0;0;0;2.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.89;6.67;2.22;0;4.44;0;0;0;0;0;0;0;0;0;0;0;0;0;8.89;6.67;0;0;4.44;2.22;0;0;0;0;6.67;4.44;0;0;0;0;0;46.67;8.89;8.89;0;2.22;0;26.67;0
"islamicrays:

There’s no need to panic about #CoronaVirus, but there is a need to be intelligent and take precautions.

DO NOT shake hands with people - ANY PEOPLE. They will understand.

Wash your hands OFTEN. Any time you get a chance, wash your hands with soap.

Disinfect…";"islamicrays:

There’s no need to panic about #CoronaVirus, but there is a need to be intelligent and take precautions.

DO NOT shake hands with people - ANY PEOPLE. They will understand.

Wash your hands OFTEN. Any time you get a chance, wash your hands with soap.

Disinfect…";PO;PO;PO;?;PO;PO;PO;Round1;1;46;34.72;76.75;17.84;20.23;7.67;13.04;93.48;69.57;52.17;8.7;8.7;0;0;6.52;0;2.17;0;15.22;4.35;0;10.87;10.87;8.7;4.35;4.35;28.26;0;0;0;0;0;0;21.74;2.17;19.57;2.17;0;4.35;8.7;0;4.35;0;4.35;2.17;2.17;2.17;0;2.17;2.17;0;0;0;13.04;4.35;0;4.35;0;0;0;8.7;0;0;0;0;2.17;0;2.17;0;2.17;0;0;0;0;2.17;15.22;6.52;2.17;0;0;0;0;0;0;4.35;0;4.35;0;0;0;0;0;0;17.39;8.7;0;4.35;4.35;0;0;0;2.17;0;4.35;2.17;0;0;0;0;0;30.43;17.39;4.35;0;0;2.17;6.52;0
My job makes me and essential worker so I've had to go to work everyday since the #coronavirus outbreak in #nyc. This is the train this morning as im going to work @mta. I had to get off when I started haveing a panic attack. https://t.co/aKhHyhQQi2;My job makes me and essential worker so I've had to go to work everyday since the #coronavirus outbreak in #nyc. This is the train this morning as im going to work @mta. I had to get off when I started haveing a panic attack. ;PP;PO;PP;PP;PP;PP;PP;Round1;1;45;33.38;2.75;99;1;15;15.56;88.89;71.11;57.78;20;13.33;13.33;0;0;0;0;6.67;13.33;6.67;0;17.78;11.11;4.44;11.11;0;28.89;4.44;0;6.67;0;4.44;2.22;6.67;2.22;4.44;0;4.44;0;0;0;0;0;4.44;0;4.44;4.44;0;4.44;4.44;0;0;0;2.22;0;0;0;0;0;0;2.22;0;0;0;0;0;0;0;0;8.89;0;0;8.89;0;0;6.67;6.67;2.22;0;4.44;0;0;0;0;11.11;0;2.22;0;0;0;0;0;0;8.89;4.44;0;2.22;4.44;0;0;0;11.11;13.33;6.67;4.44;0;0;0;0;0;15.56;6.67;0;0;0;2.22;6.67;0
I walk into work every single day SCARED! I’m on the front line trying to fight this! I walk out of patients rooms crying and having panic attacks but I will never show you how scared I truly am to bring this home with me! Other get hazmat suits and we get nothing #coronavirus;I walk into work every single day SCARED! I’m on the front line trying to fight this! I walk out of patients rooms crying and having panic attacks but I will never show you how scared I truly am to bring this home with me! Other get hazmat suits and we get nothing #coronavirus;PP;PO;PP;PP;PO;PP;PP;Round1;1;54;23.88;4.99;99;1;13.5;7.41;96.3;72.22;57.41;18.52;14.81;11.11;1.85;1.85;0;0;3.7;11.11;1.85;1.85;12.96;7.41;5.56;5.56;3.7;20.37;3.7;5.56;5.56;1.85;3.7;0;14.81;5.56;9.26;1.85;1.85;1.85;0;1.85;3.7;0;11.11;0;11.11;9.26;0;9.26;7.41;0;1.85;0;11.11;5.56;0;0;1.85;0;1.85;5.56;0;0;0;0;0;0;0;0;5.56;0;3.7;1.85;0;0;7.41;7.41;1.85;0;3.7;0;0;0;0;0;0;3.7;0;0;0;0;0;0;11.11;18.52;0;5.56;11.11;1.85;0;0;3.7;0;3.7;1.85;0;0;0;0;0;9.26;0;0;0;5.56;1.85;1.85;0
"For anyone who needs to hear this, #COVID19 breathing symptoms look like they can mimic an oncoming/in-progress panic attack.

If the shortness of breath is a sudden symptom, without any other precursors, it might (probably) be panic. Which is a totally valid response right now.";"For anyone who needs to hear this, #COVID19 breathing symptoms look like they can mimic an oncoming/in-progress panic attack.

If the shortness of breath is a sudden symptom, without any other precursors, it might (probably) be panic. Which is a totally valid response right now.";PO;PO;PO;PO;PO;PO;PO;Round1;1;46;54.07;28.14;9.43;1;15.33;26.09;93.48;67.39;56.52;13.04;4.35;0;0;0;0;2.17;8.7;15.22;8.7;2.17;10.87;10.87;8.7;2.17;0;17.39;6.52;0;0;0;0;0;26.09;0;26.09;0;2.17;4.35;10.87;2.17;8.7;0;6.52;0;6.52;6.52;0;6.52;6.52;0;0;0;10.87;4.35;0;0;0;0;2.17;6.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.04;8.7;0;0;4.35;0;0;0;0;2.17;0;0;0;0;0;0;0;0;8.7;6.52;2.17;2.17;0;2.17;2.17;0;4.35;0;10.87;4.35;0;0;0;0;0;23.91;6.52;6.52;0;0;0;10.87;0
"I’m passionate abt exposing the main stream media spreading fake news &amp; purposely scaring the :hankey: out of ppl, bc I have spent both weeks calming patients that are around my mom’s age out of panic attacks. This should be criminal of what they are doing. #coronavirus #fakenews #cnn";"I’m passionate abt exposing the main stream media spreading fake news &amp; purposely scaring the :hankey: out of ppl, bc I have spent both weeks calming patients that are around my mom’s age out of panic attacks. This should be criminal of what they are doing. #coronavirus #fakenews #cnn";PO;PO;PO;PO;PO;?;PO;Round1;1;48;55.95;52.49;39.59;1;16;22.92;89.58;62.5;50;14.58;8.33;6.25;0;0;0;2.08;6.25;12.5;4.17;0;14.58;14.58;2.08;2.08;0;18.75;6.25;4.17;2.08;2.08;0;0;6.25;0;6.25;0;4.17;2.08;0;0;0;0;14.58;4.17;10.42;8.33;2.08;6.25;6.25;0;0;0;16.67;8.33;0;0;0;6.25;2.08;8.33;2.08;0;2.08;0;0;0;0;0;2.08;0;0;0;2.08;0;8.33;8.33;2.08;0;4.17;0;0;0;0;0;0;0;0;0;0;0;0;0;6.25;8.33;0;0;8.33;0;0;0;4.17;2.08;6.25;0;6.25;6.25;0;0;0;20.83;4.17;2.08;0;0;4.17;10.42;2.08
"Chills persist. Aches worse. I threw up all the water I drank. My gag reflex is haywire. Never had flu in Spring before hope this is as bad as it gets...
My PTSD/OCD is worse bc of
#QuarantineLife #Sick #symptoms #COVIDー19 #COVID19 #keepcalm #PTSD #So Sick";"Chills persist. Aches worse. I threw up all the water I drank. My gag reflex is haywire. Never had flu in Spring before hope this is as bad as it gets...
My PTSD/OCD is worse bc of
#QuarantineLife #Sick #symptoms #COVIDー19 #COVID19 #keepcalm #PTSD #So Sick";UN;PO;PP;PP;PP;PP;PP;Round1;1;47;30.18;3.21;42.1;1;7.83;14.89;85.11;63.83;44.68;12.77;8.51;8.51;0;0;0;0;4.26;10.64;2.13;4.26;12.77;8.51;4.26;10.64;2.13;17.02;10.64;2.13;2.13;0;2.13;0;8.51;4.26;4.26;0;2.13;2.13;2.13;0;0;0;21.28;4.26;17.02;14.89;2.13;12.77;4.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.28;19.15;10.64;0;6.38;0;0;2.13;0;0;2.13;2.13;0;0;0;0;0;0;0;8.51;0;2.13;4.26;0;0;2.13;4.26;6.38;8.51;2.13;2.13;2.13;0;0;0;34.04;14.89;0;0;0;0;19.15;0
I have had 5 panic attacks TODAY thinking I am going to die of #coronavirus can anyone help me what can I do I am so scared I stay in + only go out for food shop but still petrified @DrAmirKhanGP @DrRanj;I have had 5 panic attacks TODAY thinking I am going to die of #coronavirus can anyone help me what can I do I am so scared I stay in + only go out for food shop but still petrified @DrAmirKhanGP @DrRanj;PP;PP;PP;PP;PP;PP;PP;Round1;1;41;6.47;1;94.28;1;41;12.2;92.68;70.73;58.54;19.51;14.63;14.63;0;0;0;0;4.88;0;0;2.44;12.2;17.07;7.32;4.88;0;31.71;2.44;0;2.44;2.44;0;0;12.2;0;12.2;2.44;0;4.88;2.44;0;2.44;0;9.76;2.44;7.32;7.32;0;7.32;7.32;0;0;0;4.88;2.44;2.44;0;0;0;0;2.44;0;0;0;0;0;0;0;0;2.44;0;0;0;2.44;0;12.2;7.32;2.44;0;4.88;0;0;2.44;2.44;0;0;0;0;0;0;0;0;0;14.63;9.76;0;2.44;9.76;0;0;0;0;2.44;9.76;4.88;0;0;0;0;0;9.76;0;0;0;0;0;9.76;0
My depression is worse now with this #coronavirus I am having panic attacks and it is not very nice;My depression is worse now with this #coronavirus I am having panic attacks and it is not very nice;PP;PP;PP;PP;PP;PP;PP;Round1;1;19;1;1;70.28;1;19;15.79;100;78.95;68.42;21.05;10.53;10.53;0;0;0;0;10.53;10.53;0;0;5.26;21.05;10.53;5.26;5.26;21.05;10.53;0;0;0;0;0;5.26;0;5.26;0;0;0;0;0;5.26;0;26.32;5.26;21.05;15.79;0;15.79;10.53;0;5.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.05;21.05;5.26;0;15.79;0;0;0;0;0;0;0;0;0;0;0;0;0;5.26;0;0;0;0;0;0;0;5.26;0;21.05;0;0;0;0;0;0;5.26;0;0;0;0;0;5.26;0
"I have had depression and anxiety problems since preteens. 80% of time I keep it managed but with the #COVID19 &amp; #coronavirus I am very shook. For the first time in years i had a bad panic attack on Tuesday night, it was a whopper.i hope it will all subside soon. #anxiety #stress";"I have had depression and anxiety problems since preteens. 80% of time I keep it managed but with the #COVID19 &amp; #coronavirus I am very shook. For the first time in years i had a bad panic attack on Tuesday night, it was a whopper.i hope it will all subside soon. #anxiety #stress";PP;PP;PP;PP;PP;PP;PP;Round1;1;54;49.68;2.75;77.17;1;13.5;20.37;94.44;68.52;55.56;14.81;9.26;9.26;0;0;0;0;5.56;11.11;7.41;5.56;11.11;11.11;3.7;5.56;0;18.52;3.7;7.41;0;0;0;0;11.11;1.85;9.26;0;1.85;1.85;1.85;0;1.85;0;16.67;3.7;12.96;14.81;1.85;12.96;9.26;0;1.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41;7.41;1.85;0;5.56;0;0;0;0;0;1.85;0;0;0;0;0;0;0;9.26;3.7;0;1.85;1.85;0;0;0;9.26;9.26;1.85;5.56;0;0;0;0;0;22.22;7.41;1.85;0;0;0;12.96;0
A hidden secret about this hard season #COVID19 , China is about to create a big and huge technical substance that will shake the word. Do not panic, a lot of sacrifice has been done, to create the substance, the world need to be quarantaine before acquiring the power https://t.co/iYjJQvmoTq;A hidden secret about this hard season #COVID19 , China is about to create a big and huge technical substance that will shake the word. Do not panic, a lot of sacrifice has been done, to create the substance, the world need to be quarantaine before acquiring the power ;PO;UN;PO;PP;PO;PO;PO;Round1;1;48;89.52;18.97;1.63;4.22;24;14.58;89.58;70.83;54.17;4.17;0;0;0;0;0;0;4.17;20.83;14.58;2.08;14.58;14.58;4.17;4.17;2.08;20.83;10.42;10.42;8.33;0;6.25;2.08;4.17;0;4.17;0;0;2.08;0;0;2.08;0;4.17;0;2.08;4.17;0;2.08;2.08;0;0;0;4.17;4.17;0;0;0;0;2.08;0;0;0;0;0;2.08;0;0;2.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.08;0;2.08;0;0;0;0;2.08;4.17;4.17;6.25;0;0;2.08;2.08;0;2.08;4.17;4.17;4.17;6.25;0;0;0;0;0;12.5;2.08;8.33;0;0;0;2.08;0
I'm hearing stories about people taking all their money out of their bank accounts, closing out their savings accounts, cashing out whatever investments they made as this pandemic panic continues. What are you doing during this manic panic #COVIDー19 #panicshopping #coronavirus;I'm hearing stories about people taking all their money out of their bank accounts, closing out their savings accounts, cashing out whatever investments they made as this pandemic panic continues. What are you doing during this manic panic #COVIDー19 #panicshopping #coronavirus;UN;PO;PO;PO;PO;PP;PO;Round1;1;41;41.16;94.33;42.46;1;20.5;34.15;100;53.66;48.78;24.39;14.63;2.44;0;2.44;0;9.76;9.76;14.63;0;2.44;17.07;7.32;2.44;2.44;0;12.2;0;2.44;0;0;0;0;4.88;2.44;2.44;0;2.44;0;0;0;0;0;9.76;0;9.76;7.32;0;7.32;7.32;0;0;0;14.63;2.44;0;0;0;0;2.44;12.2;0;0;0;0;0;0;0;0;14.63;0;0;9.76;14.63;0;7.32;7.32;4.88;0;2.44;0;0;0;0;0;0;2.44;0;0;0;0;2.44;0;12.2;12.2;0;2.44;7.32;0;2.44;0;4.88;2.44;7.32;0;0;0;0;0;0;17.07;2.44;4.88;0;0;2.44;7.32;0
"Lots of articles appearing abt mental health &amp; msgs like 'how do u know ur having MH issues'.. while I agree now more than ever it's so important to look after ur mind.. I wonder if these r more clickbait &amp; panic inducing... :thinking: #covid19 #socialisolation #mentalhealth #coronavirus";"Lots of articles appearing abt mental health &amp; msgs like 'how do u know ur having MH issues'.. while I agree now more than ever it's so important to look after ur mind.. I wonder if these r more clickbait &amp; panic inducing... :thinking: #covid19 #socialisolation #mentalhealth #coronavirus";PO;PO;PO;PO;PO;?;PO;Round1;1;47;20.01;65.16;83.13;53.17;11.75;19.15;80.85;65.96;51.06;14.89;10.64;4.26;0;6.38;0;0;4.26;8.51;0;2.13;12.77;6.38;8.51;10.64;0;12.77;4.26;10.64;0;0;0;0;21.28;2.13;17.02;6.38;4.26;0;4.26;0;4.26;0;6.38;4.26;2.13;2.13;0;2.13;2.13;0;0;0;10.64;4.26;0;0;0;0;0;6.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.38;6.38;2.13;0;4.26;0;0;0;0;0;0;0;0;0;0;0;0;2.13;8.51;4.26;2.13;0;0;4.26;0;0;8.51;0;4.26;0;12.77;10.64;2.13;0;0;38.3;14.89;0;0;0;6.38;17.02;2.13
"Just going to @Target &amp; grocery shopping is this huge panic attack. Praying I disinfected everything with @Lysol so I don’t bring anything home to my kiddos is exhausting. #coronavirus #QuarantineLife #target At least I was not the only one wearing a mask &amp; social distancing!";"Just going to @Target &amp; grocery shopping is this huge panic attack. Praying I disinfected everything with @Lysol so I don’t bring anything home to my kiddos is exhausting. #coronavirus #QuarantineLife #target At least I was not the only one wearing a mask &amp; social distancing!";PP;?;PP;PP;PO;?;NoMajority;Round1;1;46;28.85;2.96;29.9;1;15.33;23.91;80.43;63.04;50;15.22;8.7;8.7;0;0;0;0;6.52;13.04;4.35;2.17;8.7;8.7;6.52;2.17;4.35;19.57;6.52;6.52;0;0;0;0;10.87;6.52;4.35;0;0;0;2.17;0;2.17;0;6.52;0;6.52;6.52;0;6.52;4.35;0;0;0;8.7;2.17;0;0;0;0;0;4.35;4.35;0;0;0;0;0;0;0;6.52;0;2.17;0;2.17;2.17;10.87;8.7;2.17;0;4.35;0;0;2.17;0;0;0;0;0;0;2.17;0;0;0;2.17;4.35;0;2.17;2.17;0;0;0;0;2.17;6.52;6.52;0;0;0;0;0;28.26;4.35;0;0;2.17;2.17;19.57;0
Enough pointless autistic meltdowns. I'm gonna make a conscious effort to post less anger and hate. #coronavirus may be a pointless panic and my cousin may be a worle famous cuck. But my hell is starting to end. I will not occupy my time with such petty envy and hate.;Enough pointless autistic meltdowns. I'm gonna make a conscious effort to post less anger and hate. #coronavirus may be a pointless panic and my cousin may be a worle famous cuck. But my hell is starting to end. I will not occupy my time with such petty envy and hate.;UN;PO;?;PO;PO;?;NoMajority;Round1;1;50;33.98;1;75.94;1;10;14;92;70;52;10;10;10;0;0;0;0;0;18;6;0;8;16;0;8;2;24;14;4;6;0;4;4;12;0;12;2;2;0;4;0;4;0;20;2;16;10;0;10;2;8;0;2;6;4;0;0;0;2;0;2;2;0;0;0;0;0;0;0;4;0;0;2;0;2;4;4;2;0;2;0;0;0;0;0;2;0;0;2;0;0;0;0;4;2;0;0;2;0;0;0;4;0;4;8;2;2;0;0;0;14;10;0;0;0;2;2;0
"Me: I think I'm getting a panic attack

Friend: Woh kya hota hai?

Me: ""Meri rooh ka parinda fadfada raha hai"" bhe****d jaahil aadmi

#coronavirus #lockdown #Lockdown21";"Me: I think I'm getting a panic attack

Friend: Woh kya hota hai?

Me: ""Meri rooh ka parinda fadfada raha hai"" bhe****d jaahil aadmi

#coronavirus #lockdown #Lockdown21";PP;PO;PP;PP;PO;PP;PP;Round1;1;28;56.86;1;48.09;1;14;21.43;50;32.14;17.86;14.29;14.29;14.29;0;0;0;0;0;3.57;3.57;3.57;0;3.57;0;0;0;10.71;0;0;0;0;0;0;3.57;0;3.57;3.57;0;0;0;0;0;0;7.14;0;7.14;7.14;0;7.14;7.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.71;10.71;3.57;0;7.14;0;0;0;0;0;0;3.57;0;0;0;0;0;0;3.57;0;0;0;0;0;0;0;0;0;3.57;0;7.14;7.14;0;0;0;50;0;0;3.57;0;3.57;42.86;0
Am I the only one that’s about to have a nervous breakdown? This shit is absolutely crazy and some people are acting as if it’s a joke! While my ass up here bout to have a panic attack reading shit FUCK IM TIRED OF THIS SHIT!!!! :rage::rage::rage::rage:#coronavirus;Am I the only one that’s about to have a nervous breakdown? This shit is absolutely crazy and some people are acting as if it’s a joke! While my ass up here bout to have a panic attack reading shit FUCK IM TIRED OF THIS SHIT!!!! :rage::rage::rage::rage:#coronavirus;PP;PO;PP;PP;PO;PP;PP;Round1;1;47;20.01;1;27.91;1;11.75;10.64;95.74;74.47;63.83;14.89;6.38;6.38;0;0;0;0;8.51;21.28;8.51;2.13;12.77;17.02;8.51;8.51;0;21.28;4.26;4.26;0;0;0;0;8.51;4.26;4.26;0;0;0;2.13;2.13;2.13;0;21.28;2.13;6.38;10.64;0;8.51;6.38;0;0;10.64;2.13;2.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.13;2.13;0;0;0;0;14.89;12.77;2.13;0;8.51;0;0;0;0;0;0;0;0;0;2.13;0;0;0;8.51;4.26;0;0;4.26;0;0;0;2.13;0;12.77;4.26;2.13;0;2.13;0;0;19.15;0;0;2.13;10.64;4.26;2.13;8.51
I'm guessing @BeckyQuick @andrewrsorkin and @joesquawk are all germaphobes. They are literally having panic attacks on the air. #cnbc #coronavirus;I'm guessing @BeckyQuick @andrewrsorkin and @joesquawk are all germaphobes. They are literally having panic attacks on the air. #cnbc #coronavirus;PO;PO;PO;PO;PO;PP;PO;Round1;1;20;26.1;40.06;7.03;1;6.67;40;65;50;45;10;10;5;0;0;0;5;0;10;5;0;5;20;0;5;0;25;0;5;0;0;0;0;10;5;5;5;0;0;5;0;0;0;10;0;10;10;0;10;10;0;0;0;5;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;5;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;40;10;0;0;0;5;25;0
"I wonder how many people are going to suffer from agoraphobia when all this mess will be over?
#coronavirus #COVID19";"I wonder how many people are going to suffer from agoraphobia when all this mess will be over?
#coronavirus #COVID19";UN;PO;PO;PO;PO;PP;PO;Round1;1;20;26.1;15.75;89.39;1;10;15;100;75;60;10;5;5;0;0;0;0;5;15;0;5;15;15;10;5;0;35;5;10;0;0;0;0;15;5;10;10;5;0;5;0;0;0;10;0;10;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;0;0;5;0;0;0;5;0;5;15;0;0;0;0;0;15;0;0;5;0;0;10;0
"""Every night since the schools have been closed, my 7-year-old son has had night terrors. We would run up to his room in a panic to find him sat up in bed, sweating, and wailing in terror."" #HiddenAnxiety #Coronavirus 

https://t.co/blMgiIRqXp";"""Every night since the schools have been closed, my 7-year-old son has had night terrors. We would run up to his room in a panic to find him sat up in bed, sweating, and wailing in terror."" #HiddenAnxiety #Coronavirus 

";PP;PO;PP;PP;PO;PP;PP;Round1;1;39;85.57;90.19;96.61;1;13;17.95;97.44;64.1;53.85;10.26;10.26;2.56;2.56;0;5.13;0;0;12.82;5.13;2.56;20.51;12.82;0;5.13;0;20.51;2.56;2.56;2.56;2.56;0;0;10.26;2.56;7.69;2.56;2.56;2.56;0;0;0;0;10.26;0;10.26;10.26;0;10.26;10.26;0;2.56;0;10.26;0;0;0;0;0;0;10.26;2.56;0;0;7.69;0;0;0;0;7.69;0;5.13;2.56;0;0;5.13;2.56;2.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.26;28.21;0;2.56;20.51;0;2.56;0;7.69;10.26;2.56;0;0;0;0;0;0;28.21;5.13;7.69;0;0;0;15.38;0
"I had panic attacks after cancer.  But, now, I use this method.  Completely controls my mood and attitude.  This works! 

And remember to exhale.  This too shall pass... 

#panicattacks #COVID19 #coronavirus #grounding https://t.co/ckyfKYM3i9";"I had panic attacks after cancer.  But, now, I use this method.  Completely controls my mood and attitude.  This works! 

And remember to exhale.  This too shall pass... 

#panicattacks #COVID19 #coronavirus #grounding ";PO;PO;PP;PO;PO;PP;PO;Round1;1;32;3.43;1.71;89.39;1;4.57;28.13;90.63;62.5;50;18.75;9.38;9.38;0;0;0;0;9.38;12.5;0;3.13;6.25;6.25;9.38;12.5;0;18.75;0;0;6.25;0;3.13;3.13;18.75;0;18.75;3.13;6.25;0;0;3.13;3.13;3.13;12.5;0;9.38;12.5;0;9.38;9.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.13;0;0;3.13;0;0;12.5;12.5;6.25;0;6.25;0;0;0;0;0;0;0;0;0;0;0;0;0;6.25;3.13;0;3.13;0;0;0;0;6.25;6.25;6.25;3.13;0;0;0;0;0;43.75;21.88;6.25;0;3.13;0;12.5;0
"Things I developed for the first time during this #coronavirus :japanese_ogre: disaster
- Anxiety 
- Nausea
- Freaky sanitation behaviors: yes I really gave some of my fruits &amp; veggies a soapy bath

Things I didn’t develop 
Fever
Panic
Patience :stuck_out_tongue:

 YOU? 

#Coronavirustruth #CoronaVirusUpdate";"Things I developed for the first time during this #coronavirus :japanese_ogre: disaster
- Anxiety 
- Nausea
- Freaky sanitation behaviors: yes I really gave some of my fruits &amp; veggies a soapy bath

Things I didn’t develop 
Fever
Panic
Patience :stuck_out_tongue:

 YOU? 

#Coronavirustruth #CoronaVirusUpdate";UN;PO;UN;PO;PP;PP;NoMajority;Round1;1;39;53.56;3.65;30.98;1;19.5;28.21;74.36;48.72;43.59;20.51;12.82;10.26;0;2.56;0;0;7.69;15.38;5.13;2.56;7.69;2.56;2.56;0;2.56;5.13;2.56;5.13;0;0;0;0;7.69;2.56;5.13;0;0;0;0;2.56;2.56;0;7.69;0;7.69;5.13;0;5.13;5.13;0;0;0;7.69;5.13;2.56;2.56;0;0;0;2.56;0;0;0;0;0;0;0;0;2.56;2.56;0;0;0;0;15.38;10.26;7.69;0;0;0;0;5.13;0;0;0;0;0;0;0;0;0;0;7.69;0;0;0;0;0;0;0;2.56;5.13;0;0;2.56;0;2.56;0;0;28.21;0;0;2.56;0;2.56;23.08;5.13
"QUICK RESPONSE PLEASE @NCDCgov

A lady friend chatted me up yesterday that she is having panic attack and extreme fear, thinking maybe she have been infected #Coronavirus, she is based in Ado Ekiti, Ekiti State. 

But she's back to Akure, Ondo State due to the outbreak. 

1/2 https://t.co/g9uhaFQ2tn";"QUICK RESPONSE PLEASE @NCDCgov

A lady friend chatted me up yesterday that she is having panic attack and extreme fear, thinking maybe she have been infected #Coronavirus, she is based in Ado Ekiti, Ekiti State. 

But she's back to Akure, Ondo State due to the outbreak. 

1/2 ";PO;UN;PO;PO;PO;PP;PO;Round1;1;48;43.4;75.49;8.11;1;16;18.75;81.25;52.08;41.67;12.5;10.42;2.08;0;0;8.33;0;2.08;6.25;4.17;4.17;8.33;12.5;2.08;4.17;0;18.75;4.17;0;2.08;2.08;0;0;10.42;0;10.42;2.08;4.17;0;2.08;0;2.08;0;8.33;0;8.33;6.25;0;6.25;6.25;0;0;0;16.67;8.33;2.08;4.17;0;0;4.17;10.42;0;0;10.42;0;0;0;0;0;0;0;0;0;0;0;8.33;8.33;4.17;0;4.17;0;0;0;0;0;0;0;0;0;0;0;0;0;6.25;6.25;0;0;6.25;0;0;0;6.25;6.25;6.25;0;0;0;0;0;0;20.83;4.17;8.33;0;0;2.08;6.25;0
Everyone’s complaining about being bored and lonely in #coronavirus #isolation but I have #agoraphobia https://t.co/vKKivBl4DM;Everyone’s complaining about being bored and lonely in #coronavirus #isolation but I have #agoraphobia ;PP;PP;PP;PO;PP;PP;PP;Round1;1;14;7.34;9.23;97.09;1;14;35.71;100;71.43;57.14;14.29;7.14;7.14;0;0;0;0;7.14;0;0;0;14.29;14.29;7.14;14.29;0;14.29;14.29;0;0;0;0;0;14.29;7.14;7.14;0;0;0;0;0;7.14;0;14.29;0;14.29;14.29;0;14.29;0;0;7.14;0;14.29;7.14;0;0;7.14;0;7.14;7.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.29;14.29;7.14;0;7.14;0;0;0;0;0;0;0;0;0;7.14;0;0;0;7.14;14.29;0;0;14.29;0;0;0;0;0;0;0;0;0;0;0;0;28.57;0;0;0;0;7.14;21.43;0
